Id,SalePrice
1763,163989.03
1764,143447.29
1765,144380.38
1766,139518.89
1767,139250.65
1768,136689.19
1769,153019.29
1770,144953.96
1771,138388.69
1772,136109.58
1773,130680.94
1774,122907.03
1775,136399.17
1776,130290.64
1777,134973.68
1778,139424.97
1779,134320.4
1780,167819.06
1781,134135.08
1782,119375.12
1783,149792.65
1784,139484.31
1785,119213.86
1786,126864.64
1787,165584.11
1788,89690.82
1789,95040.09
1790,112497.9
1791,158707.16
1792,135465.68
1793,139163.21
1794,138167.59
1795,132019.58
1796,161158.38
1797,124467.96
1798,151058.14
1799,134436.94
1800,161003.6
1801,127779.12
1802,127421.06
1803,172690.41
1804,137508.23
1805,142378.04
1806,119292.81
1807,106268.75
1808,125034.72
1809,107851.79
1810,140854.47
1811,107790.87
1812,103594.91
1813,118883.95
1814,106096.64
1815,104921.29
1816,110381.92
1817,131498.26
1818,111392.76
1819,175186.94
1820,96307.07
1821,129645.6
1822,141475.42
1823,75175.5
1824,103271.48
1825,128530.82
1826,120240.13
1827,114723.14
1828,114440.11
1829,104398.67
1830,118644.44
1831,122245.03
1832,107178.86
1833,131626.54
1834,135798.14
1835,113502.41
1836,125076.38
1837,122872.72
1838,129389.68
1839,122701.86
1840,158697.95
1841,145181.18
1842,128101.77
1843,137226.11
1844,148151.67
1845,147087.75
1846,147062.87
1847,144000.81
1848,97382.42
1849,130987.45
1850,136029.95
1851,131594.82
1852,127282.67
1853,192930.74
1854,179616.71
1855,218400.47
1856,219412.85
1857,163520.21
1858,130237.55
1859,120656.98
1860,148398.68
1861,120656.48
1862,245890.43
1863,247274.61
1864,247288.55
1865,454497.1
1866,316289.08
1867,196744.31
1868,262340.04
1869,220109.04
1870,217917.45
1871,254655.32
1872,202243.08
1873,241646.56
1874,132789.89
1875,182919.78
1876,220693.58
1877,214804.01
1878,215991.04
1879,165111.41
1880,120029.16
1881,225070.42
1882,205809.25
1883,201218.26
1884,197178.99
1885,221870.99
1886,272479.51
1887,220887.89
1888,219606.6
1889,237425.28
1890,136277.65
1891,141827.79
1892,122790.58
1893,145058.68
1894,130868.38
1895,132323.21
1896,137203.89
1897,129265.31
1898,168157.14
1899,147605.33
1900,164046.53
1901,136571.05
1902,127072.17
1903,161626.41
1904,147121.15
1905,168219.35
1906,123250.86
1907,129487.76
1908,103442.02
1909,130505.84
1910,116183.58
1911,177203.86
1912,230904.61
1913,179760.89
1914,98829.45
1915,360743.48
1916,84140.7
1917,230526.42
1918,146454.29
1919,159134.83
1920,113691.16
1921,354373.11
1922,342506.21
1923,220740.5
1924,216370.2
1925,214066.94
1926,345364.53
1927,131340.16
1928,135594.33
1929,122615.6
1930,160086.89
1931,140799.99
1932,176549.49
1933,192174.64
1934,181444.03
1935,182333.53
1936,183668.35
1937,185682.21
1938,185319.29
1939,269050.29
1940,193490.03
1941,183765.07
1942,186382.69
1943,205434.86
1944,315680.34
1945,377471.38
1946,148854.73
1947,300105.36
1948,168361.13
1949,207917.61
1950,168131.73
1951,213676.66
1952,180355.22
1953,179300.56
1954,184936.04
1955,134892.68
1956,256453.62
1957,142879.7
1958,234350.18
1959,136377.82
1960,125078.34
1961,128563.35
1962,102837.9
1963,105351.4
1964,101206.32
1965,142175.39
1966,133151.86
1967,330036.14
1968,370847.85
1969,419188.03
1970,346226.96
1971,350868.38
1972,380830.7
1973,315059.74
1974,343918.33
1975,382581.81
1976,237969.06
1977,327671.05
1978,297443.04
1979,298884.36
1980,189809.07
1981,305443.57
1982,233868.55
1983,236385.56
1984,181147.13
1985,199414.98
1986,164796.47
1987,214022.84
1988,186149.34
1989,213784.05
1990,214956.22
1991,211091.18
1992,218047.28
1993,174021.9
1994,203410.15
1995,186471.66
1996,250966.56
1997,294952.01
1998,232303.23
1999,254865.45
2000,252017.61
2001,304975.09
2002,248646.37
2003,239448.23
2004,242494.06
2005,289140.54
2006,199647.89
2007,209161.3
2008,221402.16
2009,239596.79
2010,207391.91
2011,153923.54
2012,195016.33
2013,224698.17
2014,213809.35
2015,234798.94
2016,223355.77
2017,213237.4
2018,143961.2
2019,129760.57
2020,129790.2
2021,129530.58
2022,139454.1
2023,131621.58
2024,248565.09
2025,282426.55
2026,200631.41
2027,159452.75
2028,153396.19
2029,173393.09
2030,253425.76
2031,205966.23
2032,183756.57
2033,192000.92
2034,177489.86
2035,199324.16
2036,169758.28
2037,168394.22
2038,190050.22
2039,245669.69
2040,263560.78
2041,214350.67
2042,224611.58
2043,161778.63
2044,140242.29
2045,152802.89
2046,126751.22
2047,160501.33
2048,133611.72
2049,126126.48
2050,184189.16
2051,111721.53
2052,143747.13
2053,149388.53
2054,140890.87
2055,146240.94
2056,142285.82
2057,141393.12
2058,205501.94
2059,139603.78
2060,129987.48
2061,143590.06
2062,141422.87
2063,130998.48
2064,132308.82
2065,125402.85
2066,143473.57
2067,123144.83
2068,108163.48
2069,113734.88
2070,135066.65
2071,97679.37
2072,144459.85
2073,146948.84
2074,131520.35
2075,122691.35
2076,125355.43
2077,142435.33
2078,124774.59
2079,128574.48
2080,121080.79
2081,127247.86
2082,123892.15
2083,130613.65
2084,125507.65
2085,135001.13
2086,119150.39
2087,123359.52
2088,96292.51
2089,107357.47
2090,112552.87
2091,104574.69
2092,121548.63
2093,103610.87
2094,110215.61
2095,114430.56
2096,105130.17
2097,124825.81
2098,119976.96
2099,107339.82
2100,88966.01
2101,123832.35
2102,113751.4
2103,131119.64
2104,107796.13
2105,172415.8
2106,94485.11
2107,132814.55
2108,126345.75
2109,126787.71
2110,126892.02
2111,114082.1
2112,136082.59
2113,141833.55
2114,140227.73
2115,116098.41
2116,127711.13
2117,134267.27
2118,111908.87
2119,119840.14
2120,129201.78
2121,120094.8
2122,138686.35
2123,90764.1
2124,126379.83
2125,116049.88
2126,130361.56
2127,123272.02
2128,131707.38
2129,120350.14
2130,100827.7
2131,144030.87
2132,128983.59
2133,114116.27
2134,119099.21
2135,103298.87
2136,99285.31
2137,121958.74
2138,140172.37
2139,157990.92
2140,137839.15
2141,164265.9
2142,153404.79
2143,142316.35
2144,125435.88
2145,132502.71
2146,129878.9
2147,149938.33
2148,157812.28
2149,175470.86
2150,195161.41
2151,121857.53
2152,130184.25
2153,139120.53
2154,151891.02
2155,147092.74
2156,240446.71
2157,194725.67
2158,214367.54
2159,207681.36
2160,200501.18
2161,235303.42
2162,269841.62
2163,402324.34
2164,222980.93
2165,204564.24
2166,148375.21
2167,222936.09
2168,215503.9
2169,214777.23
2170,222988.14
2171,138417.98
2172,121095.96
2173,165683.17
2174,204321.29
2175,249574.02
2176,272993.08
2177,198371.87
2178,202406.06
2179,147155.82
2180,171232.21
2181,207920.76
2182,212377.37
2183,216721.03
2184,134834.82
2185,147578.17
2186,136331.37
2187,164100.36
2188,181379.25
2189,140019.27
2190,112523.83
2191,92649.57
2192,124048.92
2193,124517.82
2194,124061.0
2195,139901.21
2196,128135.92
2197,139857.6
2198,117014.02
2199,138018.63
2200,186144.98
2201,153429.7
2202,204465.82
2203,160949.96
2204,174657.85
2205,154974.98
2206,138353.86
2207,239383.2
2208,199556.05
2209,147455.46
2210,133695.39
2211,120902.09
2212,122856.61
2213,118769.67
2214,160051.03
2215,105537.54
2216,121530.89
2217,79165.77
2218,121644.25
2219,104082.24
2220,131691.13
2221,360855.23
2222,303881.31
2223,232846.81
2224,197598.5
2225,140821.15
2226,149242.38
2227,171387.63
2228,308252.43
2229,235951.16
2230,171597.36
2231,208251.84
2232,145704.61
2233,184610.92
2234,272263.49
2235,252716.98
2236,226845.22
2237,243564.63
2238,185293.93
2239,135519.54
2240,162857.56
2241,141009.29
2242,119328.47
2243,110692.21
2244,84287.78
2245,95097.17
2246,128484.51
2247,90471.04
2248,130509.84
2249,139378.19
2250,122172.5
2251,140521.87
2252,134947.5
2253,169809.88
2254,174867.86
2255,181889.87
2256,200162.44
2257,179831.98
2258,181493.39
2259,177585.71
2260,132877.13
2261,220325.69
2262,217220.54
2263,340147.96
2264,424663.89
2265,127810.34
2266,280853.37
2267,318147.33
2268,420221.76
2269,137605.56
2270,214185.99
2271,180787.25
2272,190863.04
2273,173415.22
2274,173391.88
2275,146563.47
2276,177407.58
2277,194616.36
2278,133500.23
2279,131906.23
2280,123340.52
2281,206269.45
2282,201895.5
2283,98403.13
2284,107811.31
2285,134435.84
2286,124683.78
2287,419125.28
2288,263790.21
2289,264802.81
2290,417943.69
2291,378375.02
2292,392673.37
2293,451476.12
2294,300875.66
2295,378073.07
2296,215076.73
2297,368337.04
2298,350033.44
2299,282769.78
2300,320087.55
2301,372540.53
2302,224329.91
2303,227100.38
2304,215351.07
2305,199070.68
2306,196748.68
2307,201401.14
2308,203223.86
2309,288327.5
2310,244329.88
2311,184511.78
2312,169050.58
2313,176740.17
2314,183376.82
2315,173028.35
2316,189658.62
2317,226147.8
2318,186260.45
2319,180326.5
2320,198446.7
2321,196609.1
2322,192184.95
2323,194136.08
2324,206367.98
2325,221195.87
2326,225846.62
2327,215330.87
2328,221366.0
2329,187054.02
2330,177282.32
2331,311134.81
2332,306063.22
2333,282555.22
2334,237511.13
2335,278112.05
2336,254320.59
2337,243984.0
2338,204172.33
2339,201648.54
2340,355938.82
2341,230347.98
2342,236299.72
2343,241490.75
2344,197300.55
2345,211379.15
2346,199628.51
2347,210574.18
2348,242402.07
2349,201391.17
2350,387839.06
2351,286957.38
2352,218005.06
2353,252122.97
2354,139958.41
2355,175267.9
2356,165932.74
2357,203784.69
2358,204866.75
2359,149210.06
2360,154524.79
2361,131313.97
2362,222021.89
2363,156028.72
2364,180337.91
2365,213778.85
2366,196004.55
2367,195962.43
2368,210158.67
2369,220716.03
2370,175326.28
2371,170744.38
2372,226207.18
2373,250039.62
2374,230482.52
2375,244521.0
2376,216904.65
2377,228493.8
2378,149156.84
2379,172693.04
2380,151273.92
2381,162087.03
2382,153891.88
2383,201719.17
2384,242058.29
2385,159462.69
2386,128160.21
2387,138644.83
2388,112512.93
2389,126684.31
2390,143488.42
2391,141179.37
2392,126168.97
2393,147404.07
2394,143546.05
2395,160859.72
2396,150424.14
2397,144883.35
2398,142207.1
2399,102406.0
2400,129089.58
2401,119595.07
2402,141731.65
2403,120701.57
2404,143219.76
2405,147667.92
2406,134342.39
2407,132085.27
2408,144274.55
2409,148090.8
2410,143130.48
2411,140973.37
2412,140394.67
2413,146271.54
2414,134394.42
2415,127557.6
2416,126112.42
2417,136717.53
2418,131508.76
2419,133852.68
2420,136876.22
2421,126659.42
2422,115732.15
2423,103219.42
2424,136876.82
2425,154522.56
2426,121665.4
2427,159066.55
2428,155243.95
2429,112291.43
2430,134439.4
2431,127034.85
2432,155668.17
2433,149515.68
2434,139669.06
2435,141569.7
2436,123430.95
2437,128748.14
2438,124628.99
2439,107704.43
2440,130399.12
2441,84334.35
2442,103656.11
2443,106117.24
2444,126283.86
2445,112697.8
2446,136989.74
2447,142325.89
2448,135554.57
2449,129728.29
2450,119480.69
2451,136312.96
2452,119185.79
2453,121130.54
2454,122024.76
2455,117529.77
2456,135930.49
2457,133856.14
2458,158634.88
2459,126078.33
2460,127777.97
2461,138752.1
2462,132290.69
2463,127822.96
2464,131714.98
2465,156047.18
2466,126571.7
2467,140931.78
2468,109176.12
2469,109884.16
2470,149943.97
2471,179293.15
2472,121693.22
2473,106705.53
2474,116623.63
2475,178847.52
2476,125060.5
2477,131286.47
2478,136272.49
2479,134015.46
2480,144735.61
2481,128593.9
2482,137703.78
2483,128576.84
2484,121510.05
2485,139705.41
2486,146831.2
2487,176853.21
2488,149981.76
2489,129186.04
2490,139676.99
2491,114708.24
2492,147215.01
2493,148178.38
2494,115371.52
2495,118162.03
2496,200583.26
2497,137416.68
2498,135538.27
2499,124698.98
2500,147760.82
2501,122819.53
2502,129604.28
2503,131415.13
2504,138391.23
2505,211970.38
2506,203700.67
2507,216502.68
2508,253431.01
2509,208577.99
2510,203164.88
2511,194332.53
2512,202149.55
2513,214582.46
2514,251446.4
2515,150716.5
2516,212359.83
2517,139960.8
2518,145429.48
2519,220907.29
2520,226405.54
2521,192757.1
2522,239392.81
2523,120255.15
2524,150659.88
2525,146530.77
2526,131949.76
2527,127471.7
2528,129601.49
2529,136152.51
2530,135797.95
2531,229335.54
2532,223345.2
2533,212130.2
2534,255758.75
2535,250577.29
2536,231146.06
2537,219748.97
2538,178948.29
2539,198355.44
2540,195196.66
2541,195460.26
2542,204435.8
2543,144851.27
2544,122976.07
2545,138420.54
2546,149360.58
2547,153636.41
2548,161737.73
2549,203660.32
2550,376789.2
2551,142538.02
2552,133667.18
2553,103277.48
2554,122787.66
2555,147862.47
2556,130203.2
2557,145195.41
2558,115153.2
2559,142064.23
2560,147756.57
2561,193542.72
2562,171675.46
2563,175419.17
2564,160933.41
2565,161358.36
2566,159262.6
2567,123805.08
2568,156509.95
2569,219668.33
2570,152085.05
2571,173117.08
2572,150223.16
2573,191495.83
2574,206700.88
2575,132341.32
2576,121579.51
2577,143712.04
2578,106908.22
2579,128150.64
2580,108517.16
2581,128448.77
2582,129760.22
2583,275106.3
2584,151010.27
2585,214518.84
2586,225803.18
2587,162515.76
2588,154894.67
2589,151354.83
2590,179838.45
2591,167604.13
2592,234675.28
2593,233900.94
2594,160809.72
2595,217567.24
2596,266221.61
2597,255436.19
2598,267263.48
2599,381711.77
2600,130378.45
2601,145078.99
2602,94631.99
2603,89698.92
2604,96257.81
2605,94430.47
2606,171649.04
2607,210796.13
2608,174154.37
2609,187889.43
2610,155398.31
2611,132344.73
2612,139385.53
2613,151978.54
2614,135924.69
2615,149421.21
2616,137699.75
2617,154738.93
2618,200085.64
2619,146088.73
2620,186342.7
2621,175603.95
2622,181863.6
2623,219759.23
2624,223023.76
2625,214024.68
2626,173005.8
2627,141339.73
2628,445591.93
2629,383022.9
2630,388718.17
2631,396665.06
2632,389351.91
2633,282804.11
2634,378810.13
2635,156225.32
2636,182403.81
2637,198894.35
2638,216714.76
2639,185011.94
2640,135827.38
2641,121282.23
2642,189213.59
2643,99957.53
2644,111661.98
2645,109574.02
2646,96941.68
2647,107043.48
2648,138384.73
2649,148210.62
2650,139317.17
2651,143617.73
2652,324670.58
2653,208696.49
2654,289574.64
2655,355267.25
2656,260725.28
2657,373231.16
2658,334401.46
2659,279987.82
2660,422796.76
2661,402116.76
2662,328584.96
2663,229470.43
2664,295991.69
2665,331590.88
2666,298663.65
2667,177217.94
2668,178621.84
2669,191151.62
2670,211668.45
2671,176940.96
2672,200405.18
2673,189444.92
2674,175964.64
2675,204614.18
2676,196651.38
2677,180360.93
2678,200809.29
2679,283449.99
2680,257433.83
2681,309973.76
2682,263771.0
2683,355188.01
2684,300324.21
2685,266974.54
2686,213069.67
2687,295842.21
2688,223052.78
2689,199630.68
2690,266205.03
2691,222842.11
2692,169345.74
2693,224287.25
2694,145153.44
2695,193206.22
2696,205494.78
2697,183643.48
2698,207177.23
2699,174511.29
2700,174193.65
2701,189177.1
2702,128646.18
2703,130735.31
2704,128280.84
2705,128667.16
2706,126336.56
2707,125672.13
2708,131185.46
2709,117848.58
2710,133539.87
2711,252240.83
2712,295839.16
2713,166917.22
2714,147464.59
2715,170246.6
2716,191156.24
2717,240129.33
2718,230799.29
2719,165910.88
2720,154883.61
2721,145358.3
2722,188216.73
2723,138488.44
2724,141175.73
2725,138393.14
2726,139531.57
2727,147044.87
2728,152939.28
2729,169807.73
2730,133220.55
2731,123395.8
2732,119538.92
2733,123860.82
2734,153358.88
2735,133085.24
2736,136674.34
2737,131712.8
2738,139431.28
2739,132916.24
2740,144699.66
2741,147029.06
2742,145566.22
2743,155146.19
2744,153908.19
2745,151717.8
2746,140281.97
2747,136274.78
2748,124373.99
2749,138934.51
2750,138192.81
2751,136629.9
2752,132072.36
2753,134265.57
2754,132564.58
2755,125701.71
2756,101858.4
2757,110913.76
2758,120730.83
2759,143207.53
2760,118879.39
2761,152120.14
2762,133796.74
2763,133290.28
2764,135803.92
2765,197637.19
2766,136555.63
2767,99750.89
2768,134965.97
2769,151779.56
2770,136327.7
2771,136577.33
2772,136376.58
2773,134089.17
2774,117962.7
2775,104764.95
2776,126107.72
2777,124347.88
2778,124440.99
2779,129496.97
2780,112571.72
2781,103556.35
2782,124340.24
2783,122617.52
2784,121071.53
2785,129233.36
2786,91122.99
2787,122809.82
2788,99943.41
2789,114380.13
2790,120082.77
2791,128785.76
2792,79294.89
2793,187025.17
2794,116189.07
2795,136955.77
2796,113981.2
2797,117442.9
2798,129128.63
2799,129382.79
2800,93590.43
2801,124058.91
2802,141030.47
2803,125603.9
2804,122836.87
2805,102671.32
2806,113352.53
2807,148013.53
2808,136291.41
2809,148803.1
2810,136603.71
2811,127826.64
2812,155713.83
2813,132036.49
2814,155392.76
2815,105897.16
2816,200833.81
2817,180347.13
2818,137954.04
2819,257235.12
2820,134862.68
2821,139219.5
2822,163421.66
2823,171601.78
2824,196207.39
2825,131534.98
2826,135052.76
2827,135742.3
2828,231185.67
2829,179023.87
2830,188115.15
2831,217242.16
2832,240416.36
2833,404408.4
2834,189499.3
2835,219660.82
2836,201618.98
2837,158383.74
2838,159804.46
2839,198712.56
2840,213051.84
2841,210723.9
2842,249068.14
2843,171365.52
2844,140397.05
2845,123849.15
2846,222955.59
2847,225774.25
2848,244176.84
2849,210109.59
2850,230990.36
2851,195275.91
2852,217650.16
2853,235883.45
2854,139937.97
2855,208456.55
2856,200802.43
2857,201179.39
2858,195714.69
2859,184727.33
2860,139541.64
2861,137175.65
2862,229555.74
2863,190636.03
2864,229869.23
2865,147317.35
2866,132389.74
2867,133088.19
2868,103191.19
2869,112452.97
2870,132196.51
2871,113300.47
2872,91525.15
2873,139251.62
2874,132138.85
2875,130888.37
2876,158075.71
2877,144069.6
2878,142431.24
2879,133687.08
2880,126647.01
2881,136861.59
2882,181075.46
2883,162836.13
2884,184725.78
2885,176751.89
2886,200155.71
2887,107741.38
2888,136977.76
2889,78976.75
2890,118030.6
2891,124984.62
2892,81333.84
2893,82001.36
2894,112358.16
2895,311731.2
2896,307467.36
2897,194487.11
2898,148522.62
2899,211852.33
2900,159792.24
2901,186122.14
2902,221262.12
2903,300704.38
2904,421714.65
2905,109329.97
2906,150158.8
2907,111170.93
2908,144491.41
2909,144079.28
2910,84163.53
2911,91069.71
2912,158187.47
2913,94051.26
2914,92094.16
2915,94454.96
2916,91162.38
2917,124268.28
2918,140173.61
2919,177641.0
