id,Age
74426,10.36
74427,9.9
74428,9.84
74429,13.87
74430,6.15
74431,5.45
74432,11.11
74433,13.13
74434,12.35
74435,11.59
74436,12.58
74437,9.98
74438,11.14
74439,8.01
74440,11.59
74441,9.85
74442,11.77
74443,7.17
74444,9.09
74445,10.86
74446,12.73
74447,9.95
74448,4.58
74449,6.87
74450,10.5
74451,14.04
74452,11.13
74453,5.63
74454,10.4
74455,8.63
74456,11.73
74457,7.46
74458,7.62
74459,10.55
74460,8.27
74461,12.06
74462,9.07
74463,10.87
74464,13.77
74465,5.42
74466,11.63
74467,11.5
74468,8.79
74469,9.95
74470,12.09
74471,11.71
74472,12.91
74473,14.08
74474,5.0
74475,11.07
74476,10.48
74477,10.87
74478,9.44
74479,13.43
74480,10.19
74481,7.96
74482,9.92
74483,9.87
74484,11.92
74485,14.18
74486,6.88
74487,4.81
74488,10.84
74489,7.8
74490,7.09
74491,9.82
74492,6.56
74493,10.3
74494,11.28
74495,11.47
74496,5.45
74497,10.31
74498,10.38
74499,8.76
74500,9.11
74501,9.58
74502,10.86
74503,9.54
74504,12.97
74505,9.84
74506,9.78
74507,9.57
74508,6.87
74509,14.01
74510,10.59
74511,11.5
74512,10.11
74513,11.69
74514,10.19
74515,9.83
74516,6.03
74517,8.97
74518,11.51
74519,9.99
74520,5.94
74521,9.37
74522,10.09
74523,10.02
74524,8.91
74525,7.31
74526,8.1
74527,9.61
74528,9.8
74529,8.84
74530,9.45
74531,10.19
74532,9.3
74533,10.19
74534,7.21
74535,11.76
74536,5.54
74537,7.29
74538,10.59
74539,8.94
74540,9.07
74541,10.6
74542,10.26
74543,10.5
74544,10.57
74545,9.53
74546,15.0
74547,10.65
74548,14.73
74549,7.95
74550,12.03
74551,11.83
74552,9.27
74553,9.44
74554,10.83
74555,10.54
74556,9.38
74557,11.77
74558,9.84
74559,10.74
74560,9.99
74561,11.04
74562,5.11
74563,10.81
74564,9.81
74565,8.91
74566,9.59
74567,13.67
74568,5.56
74569,14.08
74570,11.67
74571,4.18
74572,6.66
74573,12.93
74574,10.96
74575,6.89
74576,7.78
74577,8.01
74578,7.25
74579,11.01
74580,10.07
74581,10.21
74582,4.95
74583,10.87
74584,10.69
74585,12.31
74586,4.27
74587,6.11
74588,9.33
74589,8.9
74590,11.38
74591,8.95
74592,11.65
74593,4.8
74594,11.03
74595,11.78
74596,10.94
74597,8.03
74598,5.54
74599,8.58
74600,6.4
74601,7.0
74602,9.39
74603,4.92
74604,12.22
74605,5.5
74606,8.04
74607,11.73
74608,9.44
74609,6.62
74610,11.65
74611,8.79
74612,11.17
74613,9.91
74614,8.75
74615,10.66
74616,6.7
74617,10.85
74618,6.24
74619,9.27
74620,9.4
74621,5.96
74622,8.73
74623,7.48
74624,9.4
74625,9.56
74626,11.09
74627,10.04
74628,11.07
74629,10.63
74630,12.15
74631,13.61
74632,8.7
74633,14.31
74634,8.73
74635,10.15
74636,12.36
74637,7.93
74638,7.34
74639,9.34
74640,7.94
74641,7.48
74642,8.64
74643,10.58
74644,10.77
74645,4.17
74646,9.09
74647,10.62
74648,12.02
74649,5.2
74650,12.58
74651,9.81
74652,12.04
74653,5.53
74654,11.64
74655,11.78
74656,9.16
74657,9.84
74658,11.62
74659,10.58
74660,9.75
74661,13.97
74662,8.1
74663,11.47
74664,11.67
74665,14.11
74666,10.16
74667,8.74
74668,11.96
74669,9.89
74670,10.72
74671,9.61
74672,10.43
74673,10.22
74674,9.83
74675,13.0
74676,9.89
74677,10.31
74678,10.29
74679,10.41
74680,9.84
74681,9.71
74682,10.01
74683,6.95
74684,7.5
74685,6.24
74686,6.12
74687,9.5
74688,10.2
74689,10.01
74690,8.5
74691,10.32
74692,7.48
74693,7.31
74694,10.67
74695,10.72
74696,5.94
74697,8.81
74698,7.44
74699,11.16
74700,8.43
74701,9.49
74702,12.8
74703,6.66
74704,10.29
74705,5.43
74706,6.29
74707,5.62
74708,12.66
74709,10.6
74710,7.82
74711,11.01
74712,12.73
74713,7.33
74714,8.03
74715,10.27
74716,8.11
74717,9.41
74718,10.5
74719,10.25
74720,8.6
74721,10.58
74722,13.51
74723,10.18
74724,11.23
74725,14.55
74726,11.92
74727,8.97
74728,10.75
74729,10.82
74730,10.55
74731,9.97
74732,12.3
74733,11.47
74734,7.29
74735,11.02
74736,7.76
74737,11.36
74738,7.86
74739,10.88
74740,8.71
74741,9.34
74742,12.12
74743,11.35
74744,9.51
74745,9.25
74746,12.06
74747,10.34
74748,10.54
74749,9.88
74750,8.39
74751,10.21
74752,8.16
74753,7.2
74754,12.86
74755,11.0
74756,7.11
74757,10.09
74758,11.98
74759,7.97
74760,12.5
74761,9.59
74762,7.31
74763,15.74
74764,10.34
74765,9.91
74766,10.22
74767,6.65
74768,9.92
74769,9.44
74770,9.06
74771,11.04
74772,10.88
74773,9.57
74774,11.31
74775,11.73
74776,10.25
74777,6.82
74778,6.26
74779,10.17
74780,10.76
74781,9.46
74782,9.49
74783,11.47
74784,11.09
74785,11.29
74786,11.07
74787,12.68
74788,7.25
74789,4.73
74790,9.47
74791,11.75
74792,5.96
74793,7.38
74794,12.95
74795,11.84
74796,12.03
74797,8.48
74798,12.78
74799,10.88
74800,14.93
74801,9.34
74802,11.68
74803,12.2
74804,10.21
74805,10.29
74806,5.02
74807,5.1
74808,7.49
74809,14.45
74810,6.6
74811,11.61
74812,11.04
74813,11.72
74814,10.45
74815,9.48
74816,11.39
74817,12.36
74818,9.08
74819,9.26
74820,11.14
74821,10.9
74822,10.89
74823,8.3
74824,11.05
74825,7.21
74826,10.0
74827,10.89
74828,10.59
74829,10.68
74830,9.85
74831,7.96
74832,8.41
74833,12.77
74834,11.74
74835,10.07
74836,10.98
74837,12.03
74838,9.18
74839,7.48
74840,9.7
74841,9.49
74842,10.91
74843,9.3
74844,9.83
74845,9.85
74846,11.54
74847,9.41
74848,10.41
74849,10.2
74850,6.48
74851,9.48
74852,10.85
74853,4.98
74854,14.04
74855,13.51
74856,10.44
74857,15.15
74858,10.23
74859,9.97
74860,8.96
74861,11.77
74862,10.75
74863,8.54
74864,11.92
74865,10.93
74866,10.9
74867,12.97
74868,9.98
74869,10.04
74870,10.81
74871,9.93
74872,11.02
74873,12.06
74874,11.98
74875,11.85
74876,9.77
74877,10.87
74878,7.38
74879,8.12
74880,10.05
74881,10.81
74882,9.37
74883,10.43
74884,7.18
74885,12.12
74886,11.44
74887,5.74
74888,9.33
74889,7.98
74890,8.61
74891,11.0
74892,9.85
74893,9.67
74894,12.3
74895,8.61
74896,9.79
74897,10.11
74898,10.21
74899,12.0
74900,11.46
74901,7.08
74902,5.68
74903,12.08
74904,10.4
74905,9.88
74906,10.71
74907,5.44
74908,10.17
74909,9.72
74910,10.86
74911,8.84
74912,9.35
74913,12.61
74914,10.9
74915,6.37
74916,12.28
74917,7.27
74918,12.87
74919,12.11
74920,10.43
74921,4.14
74922,10.32
74923,9.32
74924,10.92
74925,9.42
74926,11.25
74927,7.58
74928,6.9
74929,9.31
74930,9.16
74931,9.61
74932,7.97
74933,15.16
74934,9.17
74935,11.61
74936,8.45
74937,8.71
74938,9.97
74939,11.68
74940,7.54
74941,10.6
74942,8.01
74943,9.98
74944,10.67
74945,8.56
74946,9.62
74947,11.75
74948,7.58
74949,10.7
74950,5.42
74951,11.82
74952,12.64
74953,11.3
74954,10.07
74955,10.75
74956,7.32
74957,10.21
74958,8.01
74959,8.52
74960,10.66
74961,12.83
74962,12.04
74963,10.24
74964,8.74
74965,9.5
74966,9.11
74967,11.07
74968,8.85
74969,13.19
74970,11.05
74971,9.08
74972,6.93
74973,8.62
74974,14.05
74975,11.64
74976,11.77
74977,5.66
74978,6.15
74979,7.27
74980,9.72
74981,6.51
74982,10.12
74983,5.58
74984,7.64
74985,11.39
74986,4.15
74987,8.73
74988,5.38
74989,9.16
74990,10.82
74991,9.31
74992,10.19
74993,11.92
74994,6.73
74995,9.92
74996,11.15
74997,7.68
74998,13.69
74999,11.69
75000,10.71
75001,12.59
75002,8.52
75003,9.91
75004,9.36
75005,10.06
75006,13.74
75007,11.04
75008,9.3
75009,8.97
75010,10.75
75011,10.47
75012,11.83
75013,4.94
75014,6.93
75015,8.69
75016,8.13
75017,13.7
75018,13.86
75019,4.12
75020,13.44
75021,7.68
75022,11.16
75023,11.24
75024,4.29
75025,11.09
75026,9.95
75027,10.21
75028,11.99
75029,8.65
75030,9.86
75031,11.17
75032,11.6
75033,11.51
75034,6.24
75035,9.87
75036,9.97
75037,10.49
75038,10.69
75039,10.51
75040,9.68
75041,7.89
75042,11.16
75043,8.5
75044,12.18
75045,12.32
75046,8.8
75047,11.18
75048,9.74
75049,9.18
75050,9.39
75051,6.62
75052,12.66
75053,10.37
75054,9.73
75055,6.5
75056,9.62
75057,10.49
75058,10.94
75059,7.78
75060,7.84
75061,11.85
75062,10.59
75063,6.06
75064,9.82
75065,4.46
75066,8.85
75067,10.71
75068,8.34
75069,12.74
75070,14.17
75071,9.24
75072,8.75
75073,6.21
75074,8.79
75075,7.26
75076,11.95
75077,8.56
75078,9.87
75079,8.16
75080,7.54
75081,7.56
75082,11.64
75083,8.75
75084,13.9
75085,9.62
75086,8.92
75087,11.76
75088,6.51
75089,10.52
75090,10.5
75091,7.14
75092,13.04
75093,10.95
75094,6.61
75095,7.85
75096,8.41
75097,7.35
75098,10.46
75099,12.58
75100,11.65
75101,11.1
75102,10.25
75103,10.52
75104,6.57
75105,8.29
75106,9.29
75107,13.75
75108,7.97
75109,9.91
75110,12.35
75111,11.48
75112,8.18
75113,8.0
75114,13.7
75115,11.2
75116,6.66
75117,9.3
75118,11.82
75119,8.81
75120,10.83
75121,11.43
75122,7.12
75123,10.9
75124,6.63
75125,11.74
75126,11.91
75127,10.25
75128,8.72
75129,8.79
75130,6.2
75131,10.68
75132,13.32
75133,10.87
75134,8.66
75135,10.42
75136,11.79
75137,10.34
75138,8.95
75139,7.44
75140,9.14
75141,9.6
75142,6.39
75143,10.47
75144,10.6
75145,12.87
75146,8.56
75147,9.41
75148,9.72
75149,8.93
75150,6.19
75151,4.84
75152,6.19
75153,12.83
75154,8.26
75155,8.96
75156,10.27
75157,11.28
75158,13.11
75159,7.06
75160,9.49
75161,6.86
75162,10.35
75163,9.04
75164,12.47
75165,11.18
75166,11.51
75167,4.98
75168,7.31
75169,13.7
75170,8.4
75171,9.69
75172,10.45
75173,10.46
75174,13.93
75175,10.06
75176,10.57
75177,10.71
75178,4.49
75179,10.34
75180,9.79
75181,8.72
75182,10.2
75183,12.22
75184,11.93
75185,10.83
75186,11.85
75187,10.96
75188,8.01
75189,10.97
75190,7.91
75191,10.8
75192,11.81
75193,12.84
75194,10.0
75195,9.63
75196,6.6
75197,7.5
75198,9.77
75199,7.09
75200,10.82
75201,9.46
75202,6.79
75203,10.53
75204,10.98
75205,8.61
75206,9.46
75207,10.29
75208,10.61
75209,11.04
75210,11.42
75211,9.89
75212,9.89
75213,12.11
75214,9.37
75215,10.13
75216,10.39
75217,10.33
75218,9.9
75219,13.49
75220,7.53
75221,10.91
75222,9.42
75223,9.61
75224,6.97
75225,9.35
75226,11.68
75227,5.51
75228,11.79
75229,9.86
75230,7.83
75231,10.38
75232,9.97
75233,13.4
75234,9.85
75235,7.99
75236,11.89
75237,6.87
75238,6.88
75239,11.5
75240,7.14
75241,7.94
75242,9.56
75243,11.45
75244,7.31
75245,12.72
75246,11.1
75247,10.5
75248,6.88
75249,11.32
75250,11.03
75251,10.44
75252,9.94
75253,10.86
75254,13.74
75255,11.62
75256,8.8
75257,15.26
75258,11.09
75259,12.49
75260,5.99
75261,10.42
75262,13.81
75263,7.47
75264,10.06
75265,9.9
75266,11.42
75267,11.78
75268,11.92
75269,10.07
75270,5.44
75271,8.67
75272,8.7
75273,4.39
75274,12.12
75275,10.11
75276,13.46
75277,6.69
75278,11.99
75279,7.07
75280,5.27
75281,8.73
75282,12.09
75283,7.98
75284,11.29
75285,11.77
75286,10.65
75287,6.24
75288,10.75
75289,11.63
75290,15.04
75291,9.71
75292,9.72
75293,11.21
75294,12.28
75295,9.49
75296,5.54
75297,9.08
75298,9.83
75299,8.35
75300,10.65
75301,10.08
75302,9.27
75303,6.42
75304,11.85
75305,11.07
75306,7.47
75307,9.55
75308,10.85
75309,6.84
75310,10.82
75311,9.51
75312,12.5
75313,9.15
75314,9.78
75315,10.31
75316,5.7
75317,9.45
75318,10.4
75319,15.48
75320,9.46
75321,9.71
75322,9.94
75323,7.0
75324,10.38
75325,9.85
75326,8.69
75327,6.66
75328,10.92
75329,6.3
75330,7.39
75331,12.34
75332,10.94
75333,9.99
75334,11.92
75335,6.35
75336,11.67
75337,10.71
75338,10.69
75339,11.46
75340,11.11
75341,9.02
75342,5.3
75343,9.49
75344,10.56
75345,9.07
75346,12.57
75347,10.51
75348,4.02
75349,11.9
75350,7.87
75351,5.91
75352,5.12
75353,8.32
75354,6.49
75355,7.29
75356,9.45
75357,11.95
75358,11.24
75359,8.57
75360,7.19
75361,7.2
75362,11.27
75363,11.8
75364,9.63
75365,7.25
75366,7.32
75367,10.95
75368,13.99
75369,9.93
75370,10.86
75371,7.25
75372,7.99
75373,9.92
75374,7.54
75375,12.62
75376,14.4
75377,12.76
75378,11.71
75379,10.83
75380,6.9
75381,12.06
75382,7.93
75383,6.78
75384,14.32
75385,8.67
75386,11.98
75387,10.67
75388,11.63
75389,13.12
75390,13.24
75391,11.77
75392,6.85
75393,15.28
75394,12.54
75395,8.33
75396,10.48
75397,11.19
75398,7.1
75399,12.09
75400,6.61
75401,10.2
75402,9.41
75403,10.76
75404,9.37
75405,11.66
75406,6.85
75407,5.47
75408,9.88
75409,10.35
75410,12.1
75411,13.44
75412,6.21
75413,8.37
75414,10.51
75415,10.21
75416,6.07
75417,10.36
75418,9.79
75419,8.47
75420,12.07
75421,12.08
75422,10.39
75423,10.71
75424,7.92
75425,10.5
75426,10.32
75427,6.87
75428,10.97
75429,10.98
75430,10.25
75431,5.44
75432,8.47
75433,9.49
75434,11.71
75435,8.76
75436,9.24
75437,10.65
75438,10.83
75439,10.96
75440,11.79
75441,7.07
75442,11.52
75443,10.89
75444,9.45
75445,7.32
75446,7.39
75447,10.62
75448,9.3
75449,10.65
75450,6.51
75451,11.37
75452,10.25
75453,10.35
75454,9.75
75455,12.53
75456,10.97
75457,11.59
75458,6.57
75459,9.93
75460,14.09
75461,11.29
75462,9.49
75463,12.86
75464,12.14
75465,10.84
75466,10.8
75467,10.34
75468,6.62
75469,11.63
75470,10.91
75471,11.67
75472,7.03
75473,8.61
75474,10.98
75475,9.64
75476,10.67
75477,12.35
75478,7.3
75479,11.63
75480,8.98
75481,11.07
75482,14.52
75483,9.26
75484,11.51
75485,9.48
75486,9.06
75487,7.76
75488,7.83
75489,6.07
75490,8.03
75491,12.97
75492,12.12
75493,9.84
75494,9.73
75495,8.62
75496,8.83
75497,11.38
75498,7.51
75499,7.59
75500,9.06
75501,9.81
75502,10.7
75503,12.19
75504,8.69
75505,10.06
75506,11.37
75507,4.83
75508,10.72
75509,8.6
75510,8.63
75511,10.47
75512,11.92
75513,11.88
75514,7.3
75515,6.35
75516,4.71
75517,10.65
75518,9.84
75519,10.48
75520,10.27
75521,9.71
75522,6.27
75523,9.15
75524,10.22
75525,7.29
75526,7.75
75527,5.49
75528,6.53
75529,7.34
75530,6.67
75531,11.26
75532,11.31
75533,11.41
75534,7.46
75535,10.83
75536,10.76
75537,16.32
75538,13.61
75539,7.78
75540,10.53
75541,8.83
75542,10.24
75543,10.75
75544,10.51
75545,7.24
75546,12.88
75547,7.56
75548,7.53
75549,9.34
75550,5.29
75551,9.46
75552,4.15
75553,6.42
75554,10.19
75555,12.5
75556,4.13
75557,9.15
75558,10.67
75559,11.61
75560,10.25
75561,9.34
75562,13.99
75563,10.58
75564,12.18
75565,12.97
75566,9.03
75567,7.12
75568,10.68
75569,13.12
75570,9.58
75571,6.91
75572,12.56
75573,9.42
75574,10.81
75575,7.75
75576,7.01
75577,6.52
75578,11.09
75579,6.06
75580,8.34
75581,10.68
75582,7.96
75583,11.95
75584,12.57
75585,11.02
75586,6.5
75587,9.6
75588,11.95
75589,5.61
75590,11.87
75591,11.82
75592,12.32
75593,9.7
75594,5.43
75595,9.43
75596,9.01
75597,11.34
75598,10.85
75599,6.09
75600,6.69
75601,10.31
75602,6.64
75603,8.74
75604,12.77
75605,12.77
75606,6.5
75607,11.3
75608,10.77
75609,9.45
75610,9.84
75611,12.08
75612,9.9
75613,10.46
75614,12.1
75615,9.03
75616,7.35
75617,9.42
75618,9.97
75619,9.03
75620,10.87
75621,7.55
75622,14.42
75623,12.16
75624,12.67
75625,11.72
75626,10.87
75627,11.57
75628,10.45
75629,9.31
75630,6.88
75631,12.46
75632,13.1
75633,9.38
75634,10.14
75635,10.11
75636,9.38
75637,8.95
75638,12.47
75639,10.14
75640,8.43
75641,8.85
75642,7.32
75643,5.74
75644,9.44
75645,10.41
75646,10.66
75647,5.1
75648,12.35
75649,11.71
75650,9.22
75651,10.75
75652,11.24
75653,11.14
75654,8.68
75655,9.79
75656,6.06
75657,10.41
75658,10.71
75659,10.33
75660,5.57
75661,11.88
75662,8.9
75663,9.44
75664,8.36
75665,8.6
75666,9.07
75667,9.95
75668,8.26
75669,10.45
75670,9.37
75671,7.18
75672,10.19
75673,10.2
75674,13.68
75675,9.58
75676,10.73
75677,13.92
75678,6.75
75679,9.76
75680,10.13
75681,10.45
75682,9.99
75683,11.11
75684,10.23
75685,8.94
75686,9.69
75687,10.7
75688,11.15
75689,7.49
75690,10.74
75691,8.79
75692,11.44
75693,10.97
75694,10.23
75695,9.82
75696,8.05
75697,10.61
75698,10.75
75699,10.53
75700,11.03
75701,10.86
75702,13.71
75703,12.1
75704,13.98
75705,10.42
75706,4.73
75707,8.49
75708,8.63
75709,10.26
75710,9.6
75711,10.82
75712,9.7
75713,9.4
75714,6.42
75715,8.8
75716,9.79
75717,11.59
75718,9.65
75719,10.43
75720,6.62
75721,7.96
75722,11.06
75723,11.47
75724,13.81
75725,6.64
75726,14.69
75727,9.52
75728,11.63
75729,14.0
75730,9.55
75731,4.11
75732,8.09
75733,11.8
75734,5.6
75735,8.83
75736,11.48
75737,10.21
75738,6.61
75739,6.48
75740,10.36
75741,7.85
75742,12.82
75743,7.32
75744,10.31
75745,8.57
75746,13.43
75747,11.97
75748,10.04
75749,11.0
75750,7.72
75751,14.6
75752,4.3
75753,11.12
75754,6.9
75755,11.03
75756,10.86
75757,11.28
75758,10.45
75759,4.68
75760,12.65
75761,12.3
75762,5.71
75763,12.5
75764,8.36
75765,9.62
75766,6.14
75767,10.45
75768,6.48
75769,10.5
75770,7.05
75771,13.24
75772,10.96
75773,14.58
75774,13.98
75775,11.01
75776,9.97
75777,9.71
75778,9.47
75779,8.41
75780,12.04
75781,8.45
75782,8.94
75783,11.85
75784,11.28
75785,10.89
75786,11.31
75787,6.38
75788,9.9
75789,7.24
75790,10.29
75791,9.26
75792,10.72
75793,9.85
75794,6.42
75795,10.88
75796,10.47
75797,9.03
75798,6.16
75799,9.35
75800,8.36
75801,9.15
75802,10.02
75803,10.07
75804,9.02
75805,12.04
75806,11.91
75807,9.62
75808,13.47
75809,13.1
75810,7.07
75811,15.3
75812,8.99
75813,8.12
75814,9.91
75815,13.7
75816,13.36
75817,8.92
75818,11.5
75819,11.46
75820,11.1
75821,10.01
75822,10.5
75823,7.96
75824,14.18
75825,9.85
75826,10.04
75827,11.75
75828,9.59
75829,7.33
75830,9.63
75831,4.4
75832,6.34
75833,8.07
75834,12.15
75835,8.07
75836,10.92
75837,14.08
75838,10.8
75839,8.53
75840,6.66
75841,8.98
75842,10.82
75843,8.71
75844,9.56
75845,11.93
75846,10.49
75847,10.22
75848,11.23
75849,9.55
75850,6.65
75851,11.97
75852,7.3
75853,11.24
75854,9.0
75855,6.51
75856,7.57
75857,10.47
75858,11.11
75859,6.82
75860,10.78
75861,10.42
75862,8.43
75863,11.05
75864,7.17
75865,7.06
75866,6.33
75867,10.71
75868,7.35
75869,9.26
75870,7.34
75871,5.22
75872,10.66
75873,11.68
75874,12.41
75875,9.91
75876,9.15
75877,11.88
75878,10.32
75879,14.41
75880,8.31
75881,9.34
75882,9.33
75883,9.9
75884,10.25
75885,10.52
75886,11.32
75887,11.71
75888,10.76
75889,7.06
75890,7.08
75891,7.39
75892,6.87
75893,8.57
75894,10.91
75895,6.14
75896,6.9
75897,12.29
75898,9.19
75899,9.92
75900,6.51
75901,11.41
75902,6.1
75903,8.39
75904,12.07
75905,9.88
75906,11.0
75907,10.72
75908,8.71
75909,12.0
75910,10.18
75911,11.14
75912,9.81
75913,8.68
75914,7.87
75915,10.37
75916,9.92
75917,8.57
75918,7.0
75919,6.89
75920,9.38
75921,9.88
75922,6.48
75923,11.06
75924,10.97
75925,9.62
75926,8.68
75927,8.84
75928,10.62
75929,7.84
75930,8.77
75931,10.85
75932,6.48
75933,5.47
75934,10.93
75935,12.89
75936,8.92
75937,10.38
75938,12.63
75939,10.47
75940,9.0
75941,11.01
75942,14.44
75943,8.18
75944,11.69
75945,7.48
75946,7.52
75947,5.21
75948,6.94
75949,14.84
75950,10.24
75951,11.07
75952,4.34
75953,13.43
75954,8.24
75955,12.02
75956,10.39
75957,10.04
75958,7.84
75959,11.97
75960,7.91
75961,10.81
75962,12.01
75963,12.28
75964,11.65
75965,10.17
75966,12.75
75967,10.42
75968,4.23
75969,11.94
75970,10.34
75971,6.13
75972,10.04
75973,10.02
75974,10.21
75975,11.19
75976,10.7
75977,10.63
75978,10.81
75979,9.33
75980,9.75
75981,10.47
75982,12.03
75983,12.13
75984,10.16
75985,5.43
75986,9.31
75987,9.8
75988,9.26
75989,6.92
75990,10.86
75991,10.51
75992,8.64
75993,12.04
75994,8.97
75995,10.89
75996,6.56
75997,10.87
75998,10.29
75999,7.88
76000,13.19
76001,15.78
76002,10.88
76003,9.85
76004,14.8
76005,9.74
76006,9.82
76007,7.67
76008,9.83
76009,9.39
76010,8.61
76011,11.91
76012,10.37
76013,10.95
76014,10.54
76015,10.75
76016,10.77
76017,11.55
76018,7.06
76019,8.51
76020,10.4
76021,10.12
76022,10.41
76023,12.45
76024,9.58
76025,7.26
76026,13.12
76027,12.37
76028,9.02
76029,12.72
76030,9.56
76031,10.17
76032,9.49
76033,10.31
76034,8.81
76035,5.45
76036,12.93
76037,7.36
76038,11.0
76039,9.98
76040,6.66
76041,12.37
76042,7.57
76043,7.58
76044,8.0
76045,5.96
76046,6.38
76047,6.65
76048,10.37
